"student_id","school","age","urban_home","travel_time","study_time","prior_failures","school_support","family_support","paid_tutoring","activities","higher_education","internet","absences","grade_period_1","grade_period_2","final_grade","pass"
"U289","GP",18,"U",1,3,0,"no","no","yes","yes","yes","yes",6,15,14,14,"Yes"
"U290","GP",18,"U",1,2,0,"no","yes","yes","yes","yes","yes",9,15,13,15,"Yes"
"U291","GP",18,"U",1,2,0,"no","yes","yes","yes","yes","yes",11,12,11,11,"Yes"
"U292","GP",17,"U",1,3,0,"no","yes","yes","no","yes","yes",0,15,15,15,"Yes"
"U293","GP",18,"U",1,2,1,"no","no","no","no","yes","yes",12,12,12,13,"Yes"
"U294","GP",17,"R",2,4,0,"no","yes","yes","no","yes","no",6,18,18,18,"Yes"
"U295","GP",18,"R",2,3,0,"no","yes","yes","yes","yes","yes",8,14,13,14,"Yes"
"U296","GP",17,"U",1,1,0,"no","yes","yes","no","yes","yes",4,14,12,11,"Yes"
"U297","GP",19,"U",2,2,0,"no","yes","yes","yes","yes","yes",0,10,9,0,"No"
"U298","GP",18,"U",2,2,0,"no","yes","yes","no","yes","yes",10,10,8,8,"No"
"U299","GP",18,"U",1,4,0,"no","yes","yes","no","yes","yes",0,14,13,14,"Yes"
"U300","GP",18,"U",1,1,0,"no","yes","yes","no","yes","yes",5,16,15,16,"Yes"
"U301","GP",18,"U",1,2,0,"no","yes","no","no","yes","yes",14,12,10,11,"Yes"
"U302","GP",17,"U",2,1,0,"no","no","yes","no","yes","yes",0,11,11,10,"Yes"
"U303","GP",17,"U",2,3,0,"no","yes","yes","no","yes","yes",0,15,12,14,"Yes"
"U304","GP",17,"U",1,4,0,"no","yes","yes","yes","yes","yes",0,17,17,18,"Yes"
"U305","GP",19,"U",1,2,1,"no","yes","no","yes","yes","yes",20,15,14,13,"Yes"
"U306","GP",18,"U",1,2,1,"no","yes","yes","yes","yes","yes",8,14,12,12,"Yes"
"U307","GP",20,"U",1,1,0,"no","no","no","yes","yes","no",0,17,18,18,"Yes"
"U308","GP",19,"U",2,1,1,"no","yes","yes","no","yes","yes",38,8,9,8,"No"
"U309","GP",19,"R",1,2,1,"no","no","no","yes","yes","no",0,15,12,12,"Yes"
"U310","GP",19,"U",1,2,1,"yes","yes","no","yes","yes","yes",18,12,10,10,"Yes"
"U311","GP",19,"U",1,2,1,"no","no","no","yes","yes","no",0,9,9,0,"No"
"U312","GP",19,"U",3,2,0,"no","yes","no","no","no","yes",20,14,12,13,"Yes"
"U313","GP",19,"U",1,2,1,"no","no","no","no","yes","yes",3,13,11,11,"Yes"
"U314","GP",19,"U",2,2,1,"no","yes","yes","no","yes","yes",22,13,10,11,"Yes"
"U315","GP",19,"U",1,3,2,"no","no","no","no","yes","yes",14,15,13,13,"Yes"
"U316","GP",19,"R",1,3,1,"no","no","no","no","yes","yes",40,13,11,11,"Yes"
"U317","GP",18,"U",2,2,0,"no","yes","yes","yes","yes","yes",0,8,8,0,"No"
"U318","GP",18,"U",1,3,0,"no","yes","yes","yes","yes","yes",9,9,10,9,"No"
"U319","GP",17,"R",1,3,0,"no","yes","yes","yes","yes","yes",0,11,11,10,"Yes"
"U320","GP",18,"U",1,2,0,"no","yes","yes","no","yes","yes",2,11,11,11,"Yes"
"U321","GP",17,"U",1,2,0,"no","yes","yes","no","yes","yes",23,13,13,13,"Yes"
"U322","GP",17,"U",1,2,0,"no","yes","no","no","yes","no",12,11,9,9,"No"
"U323","GP",17,"R",1,3,0,"no","yes","yes","yes","yes","yes",3,11,11,11,"Yes"
"U324","GP",17,"U",1,3,0,"no","yes","no","no","yes","yes",1,12,14,15,"Yes"
"U325","GP",17,"U",2,3,0,"no","no","no","no","yes","yes",0,16,15,15,"Yes"
"U326","GP",18,"U",1,3,0,"no","no","no","yes","yes","yes",3,9,12,11,"Yes"
"U327","GP",17,"U",1,1,0,"no","no","no","yes","yes","yes",3,14,15,16,"Yes"
"U328","GP",17,"R",4,1,0,"no","yes","no","no","yes","yes",8,11,10,10,"Yes"
"U329","GP",17,"U",1,3,0,"no","yes","yes","yes","yes","yes",7,10,9,9,"No"
"U330","GP",17,"U",2,3,0,"no","yes","yes","no","yes","yes",4,14,14,14,"Yes"
"U331","GP",18,"U",1,4,0,"no","yes","no","yes","yes","yes",2,9,8,8,"No"
"U332","GP",17,"R",1,3,0,"no","yes","no","no","yes","yes",7,12,14,14,"Yes"
"U333","GP",18,"U",1,2,0,"no","no","no","yes","yes","yes",0,7,0,0,"No"
"U334","GP",18,"U",1,2,0,"no","no","no","yes","yes","yes",0,8,8,0,"No"
"U335","GP",18,"R",2,4,0,"no","no","no","yes","yes","no",0,10,9,0,"No"
"U336","GP",17,"U",1,3,0,"no","no","no","no","yes","yes",16,16,15,15,"Yes"
"U337","GP",19,"R",1,3,1,"no","no","yes","no","yes","no",12,14,13,13,"Yes"
"U338","GP",17,"U",1,2,0,"no","yes","yes","no","yes","yes",0,7,8,0,"No"
"U339","GP",18,"U",1,4,0,"no","yes","no","no","yes","yes",7,16,15,17,"Yes"
"U340","GP",17,"R",1,2,0,"no","yes","yes","no","yes","yes",4,9,10,10,"Yes"
"U341","GP",19,"U",1,3,1,"no","no","yes","yes","yes","yes",4,11,12,11,"Yes"
"U342","GP",18,"U",1,2,1,"no","yes","no","yes","yes","yes",0,10,10,0,"No"
"U343","GP",18,"U",1,2,0,"no","no","no","yes","yes","yes",11,16,15,15,"Yes"
"U344","GP",17,"U",1,2,1,"no","yes","no","no","yes","yes",0,9,8,0,"No"
"U345","GP",18,"U",1,3,0,"no","yes","no","no","yes","yes",4,11,10,10,"Yes"
"U346","GP",18,"U",1,3,0,"no","no","no","no","yes","yes",7,13,13,14,"Yes"
"U347","GP",18,"R",1,3,0,"no","no","no","no","yes","yes",9,16,15,16,"Yes"
"U348","GP",18,"U",1,3,0,"no","yes","yes","no","yes","yes",0,10,10,9,"No"
"U349","GP",17,"U",1,3,0,"no","yes","yes","yes","yes","yes",0,13,15,15,"Yes"
"U350","MS",18,"R",2,1,1,"no","yes","no","no","yes","yes",10,11,13,13,"Yes"
"U351","MS",19,"R",3,2,3,"no","no","no","no","yes","yes",8,8,7,8,"No"
"U352","MS",17,"U",2,2,0,"no","yes","yes","no","yes","yes",2,13,13,13,"Yes"
"U353","MS",18,"U",1,1,1,"no","no","no","no","no","yes",7,8,7,8,"No"
"U354","MS",19,"R",3,1,1,"no","yes","no","no","yes","yes",4,8,8,8,"No"
"U355","MS",17,"R",2,2,0,"no","yes","yes","yes","yes","yes",4,13,11,11,"Yes"
"U356","MS",18,"U",1,2,0,"no","yes","no","no","yes","no",0,10,9,9,"No"
"U357","MS",17,"R",2,2,0,"no","yes","yes","yes","yes","yes",4,12,13,13,"Yes"
"U358","MS",17,"U",2,2,0,"no","no","no","no","yes","no",2,12,12,11,"Yes"
"U359","MS",18,"U",2,1,0,"no","no","no","no","yes","yes",4,10,10,10,"Yes"
"U360","MS",18,"U",2,3,0,"no","no","no","no","yes","yes",0,18,16,16,"Yes"
"U361","MS",18,"R",3,2,0,"no","no","no","no","yes","no",0,13,13,13,"Yes"
"U362","MS",18,"R",2,2,1,"no","no","no","yes","no","no",2,13,12,12,"Yes"
"U363","MS",18,"U",2,2,0,"no","yes","no","no","yes","yes",0,11,11,10,"Yes"
"U364","MS",17,"U",1,2,0,"no","yes","yes","yes","yes","yes",0,16,15,15,"Yes"
"U365","MS",17,"R",2,2,0,"no","no","no","no","yes","no",0,12,11,12,"Yes"
"U366","MS",18,"R",2,2,0,"no","yes","yes","no","yes","no",4,10,10,10,"Yes"
"U367","MS",18,"U",2,3,0,"no","no","yes","no","yes","yes",0,13,13,13,"Yes"
"U368","MS",17,"R",3,1,1,"no","yes","yes","no","yes","yes",0,7,6,0,"No"
"U369","MS",18,"U",2,1,0,"no","yes","yes","no","yes","yes",0,11,10,10,"Yes"
"U370","MS",18,"R",3,2,0,"no","yes","yes","no","yes","yes",10,14,12,11,"Yes"
"U371","MS",19,"U",2,2,2,"no","no","no","yes","yes","no",4,7,7,9,"No"
"U372","MS",18,"R",3,1,0,"no","yes","yes","yes","no","yes",3,14,12,12,"Yes"
"U373","MS",17,"U",1,3,0,"no","no","no","yes","yes","no",8,13,11,11,"Yes"
"U374","MS",17,"R",1,1,0,"no","no","no","yes","yes","yes",14,6,5,5,"No"
"U375","MS",18,"R",2,3,0,"no","no","no","no","yes","yes",0,19,18,19,"Yes"
"U376","MS",18,"R",4,3,0,"no","no","no","no","yes","yes",2,8,8,10,"Yes"
"U377","MS",20,"U",2,3,2,"no","yes","yes","no","yes","yes",4,15,14,15,"Yes"
"U378","MS",18,"R",1,2,0,"no","no","yes","yes","yes","yes",4,8,9,10,"Yes"
"U379","MS",18,"U",1,2,0,"no","no","yes","no","yes","yes",0,15,15,15,"Yes"
"U380","MS",17,"R",1,2,0,"no","yes","yes","yes","yes","yes",17,10,10,10,"Yes"
"U381","MS",18,"U",1,2,0,"no","no","yes","yes","yes","yes",4,15,14,14,"Yes"
"U382","MS",18,"R",2,1,0,"no","no","no","yes","yes","yes",5,7,6,7,"No"
"U383","MS",17,"U",2,2,0,"no","no","no","yes","yes","yes",2,11,11,10,"Yes"
"U384","MS",19,"R",2,1,1,"no","no","no","no","yes","no",0,6,5,0,"No"
"U385","MS",18,"R",2,1,1,"no","no","yes","no","yes","no",14,6,5,5,"No"
"U386","MS",18,"R",2,3,0,"no","no","yes","no","yes","no",2,10,9,10,"Yes"
"U387","MS",18,"R",3,1,0,"no","yes","yes","yes","yes","yes",7,6,5,6,"No"
"U388","MS",19,"R",1,3,1,"no","no","no","yes","yes","yes",0,7,5,0,"No"
"U389","MS",18,"U",1,2,0,"no","yes","yes","no","yes","yes",0,7,9,8,"No"
"U390","MS",18,"U",2,2,1,"no","no","no","yes","yes","no",0,6,5,0,"No"
"U391","MS",20,"U",1,2,2,"no","yes","yes","no","yes","no",11,9,9,9,"No"
"U392","MS",17,"U",2,1,0,"no","no","no","no","yes","yes",3,14,16,16,"Yes"
"U393","MS",21,"R",1,1,3,"no","no","no","no","yes","no",3,10,8,7,"No"
"U394","MS",18,"R",3,1,0,"no","no","no","no","yes","yes",0,11,12,10,"Yes"
"U395","MS",19,"U",1,1,0,"no","no","no","no","yes","yes",5,8,9,9,"No"
